5.000000,0.000000
5.050000,0.000002
5.100000,0.000006
5.150000,0.000012
5.200000,0.000020
5.250000,0.000031
5.300000,0.000050
5.350000,0.000067
5.400000,0.000090
5.450000,0.000138
5.500000,0.000212
5.550000,0.000314
5.600000,0.000361
5.650000,0.000496
5.700000,0.000600
5.750000,0.000722
5.800000,0.000823
5.850000,0.001201
5.900000,0.001564
5.950000,0.002165
6.000000,0.003052
6.050000,0.004249
6.100000,0.005633
6.150000,0.007768
6.200000,0.011120
6.250000,0.014772
6.300000,0.020915
6.350000,0.027802
6.400000,0.037422
6.450000,0.043976
6.500000,0.049747
6.550000,0.062419
6.600000,0.080710
6.650000,0.109811
6.700000,0.151323
6.750000,0.202178
6.800000,0.259126
6.850000,0.315473
6.900000,0.374628
6.950000,0.429727
7.000000,0.479710
7.050000,0.525477
7.100000,0.568517
7.150000,0.613459
7.200000,0.663532
7.250000,0.714472
7.300000,0.760972
7.350000,0.801375
7.400000,0.831884
7.450000,0.857029
7.500000,0.877545
7.550000,0.895334
7.600000,0.910200
7.650000,0.925647
7.700000,0.941618
7.750000,0.958547
7.800000,0.969351
7.850000,0.977013
7.900000,0.984676
7.950000,0.992338
8.000000,1.000000
8.050000,1.000000
8.100000,1.000000
8.150000,1.000000
8.200000,1.000000
8.250000,1.000000
8.300000,1.000000
8.350000,1.000000
8.400000,1.000000
8.450000,1.000000
8.500000,1.000000
8.550000,1.000000
8.600000,1.000000
8.650000,1.000000
8.700000,1.000000
8.750000,1.000000
8.800000,1.000000
8.850000,1.000000
8.900000,1.000000
8.950000,1.000000
9.000000,1.000000
