5.000000,0.001569
5.050000,0.001608
5.100000,0.001781
5.150000,0.001967
5.200000,0.002494
5.250000,0.002661
5.300000,0.003036
5.350000,0.003479
5.400000,0.003468
5.450000,0.003544
5.500000,0.004659
5.550000,0.004938
5.600000,0.005488
5.650000,0.006852
5.700000,0.008012
5.750000,0.006532
5.800000,0.006738
5.850000,0.006215
5.900000,0.006550
5.950000,0.007643
6.000000,0.008610
6.050000,0.010065
6.100000,0.011610
6.150000,0.015426
6.200000,0.023389
6.250000,0.037563
6.300000,0.061904
6.350000,0.098032
6.400000,0.137176
6.450000,0.152018
6.500000,0.146341
6.550000,0.146695
6.600000,0.142324
6.650000,0.151828
6.700000,0.177599
6.750000,0.218677
6.800000,0.269803
6.850000,0.325504
6.900000,0.380250
6.950000,0.434235
7.000000,0.482931
7.050000,0.524714
7.100000,0.567493
7.150000,0.613064
7.200000,0.659555
7.250000,0.708990
7.300000,0.757578
7.350000,0.800002
7.400000,0.832862
7.450000,0.858531
7.500000,0.879152
7.550000,0.896594
7.600000,0.911842
7.650000,0.925528
7.700000,0.940466
7.750000,0.957250
7.800000,0.968198
7.850000,0.976149
7.900000,0.984099
7.950000,0.992050
8.000000,1.000000
8.050000,1.000000
8.100000,1.000000
8.150000,1.000000
8.200000,1.000000
8.250000,1.000000
8.300000,1.000000
8.350000,1.000000
8.400000,1.000000
8.450000,1.000000
8.500000,1.000000
8.550000,1.000000
8.600000,1.000000
8.650000,1.000000
8.700000,1.000000
8.750000,1.000000
8.800000,1.000000
8.850000,1.000000
8.900000,1.000000
8.950000,1.000000
9.000000,1.000000
