5.500000,0.000025
5.600000,0.000047
5.700000,0.000084
5.800000,0.000222
5.900000,0.000462
6.000000,0.001105
6.100000,0.002540
6.200000,0.011000
6.300000,0.052942
6.400000,0.083424
6.500000,0.113907
6.600000,0.144389
6.700000,0.173396
6.800000,0.308516
6.900000,0.468626
7.000000,0.553685
7.100000,0.611167
7.200000,0.699234
7.300000,0.832922
7.400000,0.913580
7.500000,0.946094
7.600000,0.963212
7.700000,0.977766
7.800000,1.000000
7.900000,1.000000
8.000000,1.000000
8.100000,1.000000
8.200000,1.000000
8.300000,1.000000
8.400000,1.000000
8.500000,1.000000
