5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.025000
5.900000,0.050000
6.000000,0.075000
6.100000,0.100000
6.200000,0.125000
6.300000,0.150000
6.400000,0.175000
6.500000,0.200000
6.600000,0.225000
6.700000,0.250000
6.800000,0.333333
6.900000,0.416667
7.000000,0.500000
7.100000,0.566667
7.200000,0.633333
7.300000,0.700000
7.400000,0.760000
7.500000,0.820000
7.600000,0.880000
7.700000,0.940000
7.800000,1.000000
7.900000,1.000000
8.000000,1.000000
8.100000,1.000000
8.200000,1.000000
8.300000,1.000000
8.400000,1.000000
8.500000,1.000000
