5.500000, 0.001363
5.646321, 0.016587
5.746183, 0.022461
5.800826, 0.024816
5.866705, 0.059847
5.921307, 0.080872
5.974028, 0.100729
6.043726, 0.112425
6.098349, 0.124115
6.194253, 0.217501
6.299634, 0.285220
6.391637, 0.439281
6.487588, 0.510497
6.543979, 0.575863
6.594707, 0.645895
6.649254, 0.692590
6.705696, 0.734619
6.758412, 0.756810
6.799841, 0.769662
6.839384, 0.783679
6.890248, 0.790700
6.952335, 0.836232
6.995611, 0.866587
7.102955, 0.898134
7.210324, 0.918013
7.296985, 0.928548
7.408115, 0.951929
7.511735, 0.962471
7.613479, 0.969511
7.696388, 0.971877
7.771747, 0.980075
7.890451, 0.987122
8.000000, 0.990661
